DoctorID,Name,Specialization,Diseases,Experience,Location,Rating
Doc010,Peter Tiwari,Rheumatologist,Arthritis,11,Lucknow,4.8
Doc011,Jeevika Patil,Endocrinologist,Diabetes,10,Kolkata,2.8
Doc011,Jeevika Patil,Endocrinologist,Hypothyroidism,10,Kolkata,2.8
Doc011,Jeevika Patil,Endocrinologist,Hyperthyroidism,10,Kolkata,2.8
Doc011,Jeevika Patil,Endocrinologist,Hypoglycemia,10,Kolkata,2.8
Doc012,Mugdha Kalita,ENT Specialist,Common Cold,10,Surat,1.7
Doc012,Mugdha Kalita,ENT Specialist,(vertigo) Paroxysmal Positional Vertigo,10,Surat,1.7
Doc013,Anay Bal,Rheumatologist,Arthritis,12,Agra,2.9
Doc014,Bhavna Pingle,Rheumatologist,Arthritis,30,Surat,3.8
Doc015,Arunima Vala,Neurologist,Migraine,15,Nagpur,4.1
Doc015,Arunima Vala,Neurologist,Paralysis (brain hemorrhage),15,Nagpur,4.1
Doc016,Madhavi Dhawan,Hepatologist,Chronic cholestasis,37,Kanpur,1.1
Doc016,Madhavi Dhawan,Hepatologist,Jaundice,37,Kanpur,1.1
Doc016,Madhavi Dhawan,Hepatologist,hepatitis A,37,Kanpur,1.1
Doc016,Madhavi Dhawan,Hepatologist,Hepatitis B,37,Kanpur,1.1
Doc016,Madhavi Dhawan,Hepatologist,Hepatitis C,37,Kanpur,1.1
Doc016,Madhavi Dhawan,Hepatologist,Hepatitis D,37,Kanpur,1.1
Doc016,Madhavi Dhawan,Hepatologist,Hepatitis E,37,Kanpur,1.1
Doc016,Madhavi Dhawan,Hepatologist,Alcoholic hepatitis,37,Kanpur,1.1
Doc017,Chandani Sha,Dermatologist,Fungal infection,12,Hyderabad,1.6
Doc017,Chandani Sha,Dermatologist,Acne,12,Hyderabad,1.6
Doc017,Chandani Sha,Dermatologist,Psoriasis,12,Hyderabad,1.6
Doc017,Chandani Sha,Dermatologist,Impetigo,12,Hyderabad,1.6
Doc018,Shaurya Dey,Dermatologist,Fungal infection,19,Indore,3.6
Doc018,Shaurya Dey,Dermatologist,Acne,19,Indore,3.6
Doc018,Shaurya Dey,Dermatologist,Psoriasis,19,Indore,3.6
Doc018,Shaurya Dey,Dermatologist,Impetigo,19,Indore,3.6
Doc019,Nikita Bahri,Allergist/Immunologist,Allergy,37,Mumbai,4.9
Doc019,Nikita Bahri,Allergist/Immunologist,Drug Reaction,37,Mumbai,4.9
Doc020,Onkar Badami,Vascular Surgeon,Varicose veins,4,Lucknow,3.7
Doc021,Leela Minhas,Gastroenterologist,GERD,17,Ludhiana,3.2
Doc021,Leela Minhas,Gastroenterologist,Peptic ulcer disease,17,Ludhiana,3.2
Doc021,Leela Minhas,Gastroenterologist,Gastroenteritis,17,Ludhiana,3.2
Doc022,Diya Gulati,Endocrinologist,Diabetes,18,Pune,2.2
Doc022,Diya Gulati,Endocrinologist,Hypothyroidism,18,Pune,2.2
Doc022,Diya Gulati,Endocrinologist,Hyperthyroidism,18,Pune,2.2
Doc022,Diya Gulati,Endocrinologist,Hypoglycemia,18,Pune,2.2
Doc023,Zayan Swamy,ENT Specialist,Common Cold,8,Mumbai,4.7
Doc023,Zayan Swamy,ENT Specialist,(vertigo) Paroxysmal Positional Vertigo,8,Mumbai,4.7
Doc024,Dev Varty,Allergist/Immunologist,Allergy,10,Bangalore,2.5
Doc024,Dev Varty,Allergist/Immunologist,Drug Reaction,10,Bangalore,2.5
Doc025,Krishna Saha,Infectious Disease Specialist,AIDS,21,Delhi,3.2
Doc025,Krishna Saha,Infectious Disease Specialist,Malaria,21,Delhi,3.2
Doc025,Krishna Saha,Infectious Disease Specialist,Chicken pox,21,Delhi,3.2
Doc025,Krishna Saha,Infectious Disease Specialist,Dengue,21,Delhi,3.2
Doc025,Krishna Saha,Infectious Disease Specialist,Typhoid,21,Delhi,3.2
Doc026,Ekalinga Garg,Pulmonologist,Bronchial Asthma,32,Indore,3.9
Doc026,Ekalinga Garg,Pulmonologist,Tuberculosis,32,Indore,3.9
Doc026,Ekalinga Garg,Pulmonologist,Pneumonia,32,Indore,3.9
Doc027,Hemang Mand,Infectious Disease Specialist,AIDS,24,Indore,2.1
Doc027,Hemang Mand,Infectious Disease Specialist,Malaria,24,Indore,2.1
Doc027,Hemang Mand,Infectious Disease Specialist,Chicken pox,24,Indore,2.1
Doc027,Hemang Mand,Infectious Disease Specialist,Dengue,24,Indore,2.1
Doc027,Hemang Mand,Infectious Disease Specialist,Typhoid,24,Indore,2.1
Doc028,Gautami Verma,Proctologist,Dimorphic hemorrhoids (piles),32,Jaipur,3.6
Doc029,Warinder Bhandari,Dermatologist,Fungal infection,6,Agra,4.3
Doc029,Warinder Bhandari,Dermatologist,Acne,6,Agra,4.3
Doc029,Warinder Bhandari,Dermatologist,Psoriasis,6,Agra,4.3
Doc029,Warinder Bhandari,Dermatologist,Impetigo,6,Agra,4.3
Doc030,Lakshit Karan,Allergist/Immunologist,Allergy,24,Bhopal,4.3
Doc030,Lakshit Karan,Allergist/Immunologist,Drug Reaction,24,Bhopal,4.3
Doc031,Sathvik Kapadia,Orthopedic Specialist,Cervical spondylosis,18,Kolkata,3.6
Doc031,Sathvik Kapadia,Orthopedic Specialist,Osteoarthritis,18,Kolkata,3.6
Doc032,Finn Tella,Neurologist,Migraine,26,Kolkata,3.1
Doc032,Finn Tella,Neurologist,Paralysis (brain hemorrhage),26,Kolkata,3.1
Doc033,Anita Rastogi,Dermatologist,Fungal infection,7,Ludhiana,4.6
Doc033,Anita Rastogi,Dermatologist,Acne,7,Ludhiana,4.6
Doc033,Anita Rastogi,Dermatologist,Psoriasis,7,Ludhiana,4.6
Doc033,Anita Rastogi,Dermatologist,Impetigo,7,Ludhiana,4.6
Doc034,Wyatt Dora,Vascular Surgeon,Varicose veins,39,Bangalore,4.7
Doc035,Dayamai Saxena,Dermatologist,Fungal infection,22,Mumbai,3.9
Doc035,Dayamai Saxena,Dermatologist,Acne,22,Mumbai,3.9
Doc035,Dayamai Saxena,Dermatologist,Psoriasis,22,Mumbai,3.9
Doc035,Dayamai Saxena,Dermatologist,Impetigo,22,Mumbai,3.9
Doc036,Arunima Lanka,Allergist/Immunologist,Allergy,35,Ludhiana,1.3
Doc036,Arunima Lanka,Allergist/Immunologist,Drug Reaction,35,Ludhiana,1.3
Doc037,Sara Anne,Infectious Disease Specialist,AIDS,24,Patna,3.2
Doc037,Sara Anne,Infectious Disease Specialist,Malaria,24,Patna,3.2
Doc037,Sara Anne,Infectious Disease Specialist,Chicken pox,24,Patna,3.2
Doc037,Sara Anne,Infectious Disease Specialist,Dengue,24,Patna,3.2
Doc037,Sara Anne,Infectious Disease Specialist,Typhoid,24,Patna,3.2
Doc038,Oeshi Salvi,Pulmonologist,Bronchial Asthma,19,Chennai,4.3
Doc038,Oeshi Salvi,Pulmonologist,Tuberculosis,19,Chennai,4.3
Doc038,Oeshi Salvi,Pulmonologist,Pneumonia,19,Chennai,4.3
Doc039,Anya Lad,ENT Specialist,Common Cold,15,Delhi,4.5
Doc039,Anya Lad,ENT Specialist,(vertigo) Paroxysmal Positional Vertigo,15,Delhi,4.5
Doc040,Qarin Gokhale,Rheumatologist,Arthritis,14,Hyderabad,2.9
Doc041,Yahvi Deo,Rheumatologist,Arthritis,32,Bhopal,2.4
Doc042,Aahana Pant,Urologist,Urinary tract infection,25,Surat,4.9
Doc043,Jai Doctor,Proctologist,Dimorphic hemorrhoids (piles),35,Indore,2.1
Doc044,Reyansh Gala,Proctologist,Dimorphic hemorrhoids (piles),20,Lucknow,4.5
Doc045,Ishani Mangat,Dermatologist,Fungal infection,7,Kanpur,2.3
Doc045,Ishani Mangat,Dermatologist,Acne,7,Kanpur,2.3
Doc045,Ishani Mangat,Dermatologist,Psoriasis,7,Kanpur,2.3
Doc045,Ishani Mangat,Dermatologist,Impetigo,7,Kanpur,2.3
Doc046,Tristan Pau,Vascular Surgeon,Varicose veins,8,Jaipur,4.1
Doc047,Reyansh Bhandari,Vascular Surgeon,Varicose veins,2,Agra,2.1
Doc048,Chanakya Sethi,Gastroenterologist,GERD,21,Kolkata,4.0
Doc048,Chanakya Sethi,Gastroenterologist,Peptic ulcer disease,21,Kolkata,4.0
Doc048,Chanakya Sethi,Gastroenterologist,Gastroenteritis,21,Kolkata,4.0
Doc049,Chandresh Srivastava,Pulmonologist,Bronchial Asthma,5,Chennai,2.7
Doc049,Chandresh Srivastava,Pulmonologist,Tuberculosis,5,Chennai,2.7
Doc049,Chandresh Srivastava,Pulmonologist,Pneumonia,5,Chennai,2.7
Doc050,Damyanti Chaudry,Dermatologist,Fungal infection,7,Mumbai,2.0
Doc050,Damyanti Chaudry,Dermatologist,Acne,7,Mumbai,2.0
Doc050,Damyanti Chaudry,Dermatologist,Psoriasis,7,Mumbai,2.0
Doc050,Damyanti Chaudry,Dermatologist,Impetigo,7,Mumbai,2.0
Doc051,Raagini Sabharwal,Rheumatologist,Arthritis,19,Chennai,4.7
Doc052,Ekavir Sastry,Rheumatologist,Arthritis,7,Jaipur,3.9
Doc053,Aarna Subramanian,Endocrinologist,Diabetes,10,Ludhiana,4.4
Doc053,Aarna Subramanian,Endocrinologist,Hypothyroidism,10,Ludhiana,4.4
Doc053,Aarna Subramanian,Endocrinologist,Hyperthyroidism,10,Ludhiana,4.4
Doc053,Aarna Subramanian,Endocrinologist,Hypoglycemia,10,Ludhiana,4.4
Doc054,Hemal Krishna,Rheumatologist,Arthritis,21,Patna,3.9
Doc055,Arya Dua,Neurologist,Migraine,20,Delhi,3.6
Doc055,Arya Dua,Neurologist,Paralysis (brain hemorrhage),20,Delhi,3.6
Doc056,Meera Lal,Vascular Surgeon,Varicose veins,14,Mumbai,1.1
Doc057,Darpan Ramachandran,ENT Specialist,Common Cold,25,Jaipur,3.1
Doc057,Darpan Ramachandran,ENT Specialist,(vertigo) Paroxysmal Positional Vertigo,25,Jaipur,3.1
Doc058,Nimrat Subramanian,Cardiologist,Hypertension,40,Kolkata,2.3
Doc058,Nimrat Subramanian,Cardiologist,Heart attack,40,Kolkata,2.3
Doc059,Falan Chakraborty,ENT Specialist,Common Cold,23,Agra,2.9
Doc059,Falan Chakraborty,ENT Specialist,(vertigo) Paroxysmal Positional Vertigo,23,Agra,2.9
Doc060,Frado Maharaj,Cardiologist,Hypertension,22,Hyderabad,3.5
Doc060,Frado Maharaj,Cardiologist,Heart attack,22,Hyderabad,3.5
Doc061,Faraj Ganesh,Pulmonologist,Bronchial Asthma,3,Patna,1.0
Doc061,Faraj Ganesh,Pulmonologist,Tuberculosis,3,Patna,1.0
Doc061,Faraj Ganesh,Pulmonologist,Pneumonia,3,Patna,1.0
Doc062,Aishani Tak,Neurologist,Migraine,40,Kanpur,2.2
Doc062,Aishani Tak,Neurologist,Paralysis (brain hemorrhage),40,Kanpur,2.2
Doc063,Isaiah Bains,Urologist,Urinary tract infection,22,Bhopal,1.7
Doc064,Vanya Balan,Gastroenterologist,GERD,40,Agra,2.2
Doc064,Vanya Balan,Gastroenterologist,Peptic ulcer disease,40,Agra,2.2
Doc064,Vanya Balan,Gastroenterologist,Gastroenteritis,40,Agra,2.2
Doc065,Chameli Dhingra,Orthopedic Specialist,Cervical spondylosis,36,Delhi,3.3
Doc065,Chameli Dhingra,Orthopedic Specialist,Osteoarthritis,36,Delhi,3.3
Doc066,Andrew Varma,Allergist/Immunologist,Allergy,25,Ahmedabad,4.0
Doc066,Andrew Varma,Allergist/Immunologist,Drug Reaction,25,Ahmedabad,4.0
Doc067,Qushi Sibal,Allergist/Immunologist,Allergy,36,Ahmedabad,2.1
Doc067,Qushi Sibal,Allergist/Immunologist,Drug Reaction,36,Ahmedabad,2.1
Doc068,Advik Balakrishnan,Cardiologist,Hypertension,23,Ludhiana,2.5
Doc068,Advik Balakrishnan,Cardiologist,Heart attack,23,Ludhiana,2.5
Doc069,Odika Sandal,Urologist,Urinary tract infection,39,Agra,3.7
Doc070,Yagnesh Raj,ENT Specialist,Common Cold,24,Surat,4.7
Doc070,Yagnesh Raj,ENT Specialist,(vertigo) Paroxysmal Positional Vertigo,24,Surat,4.7
Doc071,Chanchal Chaudhari,Cardiologist,Hypertension,26,Kanpur,1.5
Doc071,Chanchal Chaudhari,Cardiologist,Heart attack,26,Kanpur,1.5
Doc072,Harinakshi De,Gastroenterologist,GERD,23,Bhopal,4.1
Doc072,Harinakshi De,Gastroenterologist,Peptic ulcer disease,23,Bhopal,4.1
Doc072,Harinakshi De,Gastroenterologist,Gastroenteritis,23,Bhopal,4.1
Doc073,Anvi Misra,Endocrinologist,Diabetes,18,Kanpur,4.5
Doc073,Anvi Misra,Endocrinologist,Hypothyroidism,18,Kanpur,4.5
Doc073,Anvi Misra,Endocrinologist,Hyperthyroidism,18,Kanpur,4.5
Doc073,Anvi Misra,Endocrinologist,Hypoglycemia,18,Kanpur,4.5
Doc074,Ekaraj Srivastava,Vascular Surgeon,Varicose veins,11,Jaipur,1.4
Doc075,Nilima Bassi,Infectious Disease Specialist,AIDS,27,Hyderabad,4.5
Doc075,Nilima Bassi,Infectious Disease Specialist,Malaria,27,Hyderabad,4.5
Doc075,Nilima Bassi,Infectious Disease Specialist,Chicken pox,27,Hyderabad,4.5
Doc075,Nilima Bassi,Infectious Disease Specialist,Dengue,27,Hyderabad,4.5
Doc075,Nilima Bassi,Infectious Disease Specialist,Typhoid,27,Hyderabad,4.5
Doc076,Kamala Pillai,Urologist,Urinary tract infection,24,Agra,3.6
Doc077,Libni Bhatnagar,Pulmonologist,Bronchial Asthma,30,Lucknow,2.3
Doc077,Libni Bhatnagar,Pulmonologist,Tuberculosis,30,Lucknow,2.3
Doc077,Libni Bhatnagar,Pulmonologist,Pneumonia,30,Lucknow,2.3
Doc078,Mitali Kohli,Urologist,Urinary tract infection,40,Hyderabad,3.7
Doc079,Hema Narasimhan,ENT Specialist,Common Cold,34,Mumbai,1.6
Doc079,Hema Narasimhan,ENT Specialist,(vertigo) Paroxysmal Positional Vertigo,34,Mumbai,1.6
Doc080,Yashodhara Yogi,Neurologist,Migraine,37,Bangalore,1.4
Doc080,Yashodhara Yogi,Neurologist,Paralysis (brain hemorrhage),37,Bangalore,1.4
Doc081,Samaksh Nadig,Proctologist,Dimorphic hemorrhoids (piles),5,Kolkata,2.8
Doc082,Falak Hora,Hepatologist,Chronic cholestasis,35,Surat,4.2
Doc082,Falak Hora,Hepatologist,Jaundice,35,Surat,4.2
Doc082,Falak Hora,Hepatologist,hepatitis A,35,Surat,4.2
Doc082,Falak Hora,Hepatologist,Hepatitis B,35,Surat,4.2
Doc082,Falak Hora,Hepatologist,Hepatitis C,35,Surat,4.2
Doc082,Falak Hora,Hepatologist,Hepatitis D,35,Surat,4.2
Doc082,Falak Hora,Hepatologist,Hepatitis E,35,Surat,4.2
Doc082,Falak Hora,Hepatologist,Alcoholic hepatitis,35,Surat,4.2
Doc083,Watika Dubey,Allergist/Immunologist,Allergy,6,Pune,4.4
Doc083,Watika Dubey,Allergist/Immunologist,Drug Reaction,6,Pune,4.4
Doc084,Janya Gera,Pulmonologist,Bronchial Asthma,8,Lucknow,1.6
Doc084,Janya Gera,Pulmonologist,Tuberculosis,8,Lucknow,1.6
Doc084,Janya Gera,Pulmonologist,Pneumonia,8,Lucknow,1.6
Doc085,Xalak Bhatia,Vascular Surgeon,Varicose veins,6,Hyderabad,4.0
Doc086,Zaitra Bera,Hepatologist,Chronic cholestasis,27,Nagpur,3.4
Doc086,Zaitra Bera,Hepatologist,Jaundice,27,Nagpur,3.4
Doc086,Zaitra Bera,Hepatologist,hepatitis A,27,Nagpur,3.4
Doc086,Zaitra Bera,Hepatologist,Hepatitis B,27,Nagpur,3.4
Doc086,Zaitra Bera,Hepatologist,Hepatitis C,27,Nagpur,3.4
Doc086,Zaitra Bera,Hepatologist,Hepatitis D,27,Nagpur,3.4
Doc086,Zaitra Bera,Hepatologist,Hepatitis E,27,Nagpur,3.4
Doc086,Zaitra Bera,Hepatologist,Alcoholic hepatitis,27,Nagpur,3.4
Doc087,Vritti Menon,Dermatologist,Fungal infection,38,Bangalore,4.4
Doc087,Vritti Menon,Dermatologist,Acne,38,Bangalore,4.4
Doc087,Vritti Menon,Dermatologist,Psoriasis,38,Bangalore,4.4
Doc087,Vritti Menon,Dermatologist,Impetigo,38,Bangalore,4.4
Doc088,Damyanti Sha,Urologist,Urinary tract infection,19,Indore,4.3
Doc089,Barkha Sharaf,Neurologist,Migraine,13,Patna,4.7
Doc089,Barkha Sharaf,Neurologist,Paralysis (brain hemorrhage),13,Patna,4.7
Doc090,Ridhi Dhingra,Hepatologist,Chronic cholestasis,33,Agra,3.6
Doc090,Ridhi Dhingra,Hepatologist,Jaundice,33,Agra,3.6
Doc090,Ridhi Dhingra,Hepatologist,hepatitis A,33,Agra,3.6
Doc090,Ridhi Dhingra,Hepatologist,Hepatitis B,33,Agra,3.6
Doc090,Ridhi Dhingra,Hepatologist,Hepatitis C,33,Agra,3.6
Doc090,Ridhi Dhingra,Hepatologist,Hepatitis D,33,Agra,3.6
Doc090,Ridhi Dhingra,Hepatologist,Hepatitis E,33,Agra,3.6
Doc090,Ridhi Dhingra,Hepatologist,Alcoholic hepatitis,33,Agra,3.6
Doc091,Yash Savant,Orthopedic Specialist,Cervical spondylosis,39,Pune,1.5
Doc091,Yash Savant,Orthopedic Specialist,Osteoarthritis,39,Pune,1.5
Doc092,Kashish Sanghvi,ENT Specialist,Common Cold,22,Agra,2.2
Doc092,Kashish Sanghvi,ENT Specialist,(vertigo) Paroxysmal Positional Vertigo,22,Agra,2.2
Doc093,Arjun Sarkar,Dermatologist,Fungal infection,22,Mumbai,2.7
Doc093,Arjun Sarkar,Dermatologist,Acne,22,Mumbai,2.7
Doc093,Arjun Sarkar,Dermatologist,Psoriasis,22,Mumbai,2.7
Doc093,Arjun Sarkar,Dermatologist,Impetigo,22,Mumbai,2.7
Doc094,Brinda Mann,Allergist/Immunologist,Allergy,24,Agra,1.5
Doc094,Brinda Mann,Allergist/Immunologist,Drug Reaction,24,Agra,1.5
Doc095,Zehaan Raj,Infectious Disease Specialist,AIDS,11,Jaipur,1.3
Doc095,Zehaan Raj,Infectious Disease Specialist,Malaria,11,Jaipur,1.3
Doc095,Zehaan Raj,Infectious Disease Specialist,Chicken pox,11,Jaipur,1.3
Doc095,Zehaan Raj,Infectious Disease Specialist,Dengue,11,Jaipur,1.3
Doc095,Zehaan Raj,Infectious Disease Specialist,Typhoid,11,Jaipur,1.3
Doc096,Amara Padmanabhan,Rheumatologist,Arthritis,9,Lucknow,2.0
Doc097,Abeer Taneja,Infectious Disease Specialist,AIDS,20,Pune,2.6
Doc097,Abeer Taneja,Infectious Disease Specialist,Malaria,20,Pune,2.6
Doc097,Abeer Taneja,Infectious Disease Specialist,Chicken pox,20,Pune,2.6
Doc097,Abeer Taneja,Infectious Disease Specialist,Dengue,20,Pune,2.6
Doc097,Abeer Taneja,Infectious Disease Specialist,Typhoid,20,Pune,2.6
Doc098,Damini Patla,Urologist,Urinary tract infection,21,Bhopal,2.9
Doc099,Naksh Minhas,Rheumatologist,Arthritis,25,Bangalore,1.6
Doc100,Shivansh Samra,Urologist,Urinary tract infection,12,Chennai,2.4
Doc101,Ekiya Wason,Neurologist,Migraine,4,Kolkata,3.9
Doc101,Ekiya Wason,Neurologist,Paralysis (brain hemorrhage),4,Kolkata,3.9
Doc102,Naksh Sangha,ENT Specialist,Common Cold,12,Kanpur,3.2
Doc102,Naksh Sangha,ENT Specialist,(vertigo) Paroxysmal Positional Vertigo,12,Kanpur,3.2
Doc103,Mekhala Vaidya,Vascular Surgeon,Varicose veins,7,Bhopal,2.8
Doc104,Chasmum Agrawal,Orthopedic Specialist,Cervical spondylosis,40,Jaipur,2.8
Doc104,Chasmum Agrawal,Orthopedic Specialist,Osteoarthritis,40,Jaipur,2.8
Doc105,Radha Ramesh,Dermatologist,Fungal infection,13,Bhopal,2.5
Doc105,Radha Ramesh,Dermatologist,Acne,13,Bhopal,2.5
Doc105,Radha Ramesh,Dermatologist,Psoriasis,13,Bhopal,2.5
Doc105,Radha Ramesh,Dermatologist,Impetigo,13,Bhopal,2.5
Doc106,Ishita Saraf,Endocrinologist,Diabetes,26,Chennai,3.9
Doc106,Ishita Saraf,Endocrinologist,Hypothyroidism,26,Chennai,3.9
Doc106,Ishita Saraf,Endocrinologist,Hyperthyroidism,26,Chennai,3.9
Doc106,Ishita Saraf,Endocrinologist,Hypoglycemia,26,Chennai,3.9
Doc107,Jeet Bawa,Rheumatologist,Arthritis,30,Lucknow,4.1
Doc108,Devansh Karnik,ENT Specialist,Common Cold,11,Bangalore,3.6
Doc108,Devansh Karnik,ENT Specialist,(vertigo) Paroxysmal Positional Vertigo,11,Bangalore,3.6
Doc109,Radhika Gaba,Proctologist,Dimorphic hemorrhoids (piles),27,Ludhiana,4.1
Doc110,Yatin Ganesan,Pulmonologist,Bronchial Asthma,1,Agra,3.8
Doc110,Yatin Ganesan,Pulmonologist,Tuberculosis,1,Agra,3.8
Doc110,Yatin Ganesan,Pulmonologist,Pneumonia,1,Agra,3.8
Doc111,Zansi Loke,Vascular Surgeon,Varicose veins,20,Pune,2.8
Doc112,Mohini Gandhi,Endocrinologist,Diabetes,1,Patna,2.6
Doc112,Mohini Gandhi,Endocrinologist,Hypothyroidism,1,Patna,2.6
Doc112,Mohini Gandhi,Endocrinologist,Hyperthyroidism,1,Patna,2.6
Doc112,Mohini Gandhi,Endocrinologist,Hypoglycemia,1,Patna,2.6
Doc113,Owen Sahni,Vascular Surgeon,Varicose veins,4,Indore,4.2
Doc114,Sachi Oak,Dermatologist,Fungal infection,2,Hyderabad,4.1
Doc114,Sachi Oak,Dermatologist,Acne,2,Hyderabad,4.1
Doc114,Sachi Oak,Dermatologist,Psoriasis,2,Hyderabad,4.1
Doc114,Sachi Oak,Dermatologist,Impetigo,2,Hyderabad,4.1
Doc115,Zarna Nayar,Neurologist,Migraine,30,Chennai,3.0
Doc115,Zarna Nayar,Neurologist,Paralysis (brain hemorrhage),30,Chennai,3.0
Doc116,Ganga Comar,Endocrinologist,Diabetes,33,Indore,2.7
Doc116,Ganga Comar,Endocrinologist,Hypothyroidism,33,Indore,2.7
Doc116,Ganga Comar,Endocrinologist,Hyperthyroidism,33,Indore,2.7
Doc116,Ganga Comar,Endocrinologist,Hypoglycemia,33,Indore,2.7
Doc117,Hemal Soman,Infectious Disease Specialist,AIDS,36,Bhopal,2.0
Doc117,Hemal Soman,Infectious Disease Specialist,Malaria,36,Bhopal,2.0
Doc117,Hemal Soman,Infectious Disease Specialist,Chicken pox,36,Bhopal,2.0
Doc117,Hemal Soman,Infectious Disease Specialist,Dengue,36,Bhopal,2.0
Doc117,Hemal Soman,Infectious Disease Specialist,Typhoid,36,Bhopal,2.0
Doc118,Warjas Kapadia,Orthopedic Specialist,Cervical spondylosis,34,Lucknow,4.7
Doc118,Warjas Kapadia,Orthopedic Specialist,Osteoarthritis,34,Lucknow,4.7
Doc119,Xavier Vaidya,Infectious Disease Specialist,AIDS,11,Indore,1.0
Doc119,Xavier Vaidya,Infectious Disease Specialist,Malaria,11,Indore,1.0
Doc119,Xavier Vaidya,Infectious Disease Specialist,Chicken pox,11,Indore,1.0
Doc119,Xavier Vaidya,Infectious Disease Specialist,Dengue,11,Indore,1.0
Doc119,Xavier Vaidya,Infectious Disease Specialist,Typhoid,11,Indore,1.0
Doc120,Mohammed Raja,ENT Specialist,Common Cold,27,Delhi,2.9
Doc120,Mohammed Raja,ENT Specialist,(vertigo) Paroxysmal Positional Vertigo,27,Delhi,2.9
Doc121,Nidhi Lalla,Urologist,Urinary tract infection,40,Lucknow,3.7
Doc122,Azad Das,Infectious Disease Specialist,AIDS,12,Chennai,4.7
Doc122,Azad Das,Infectious Disease Specialist,Malaria,12,Chennai,4.7
Doc122,Azad Das,Infectious Disease Specialist,Chicken pox,12,Chennai,4.7
Doc122,Azad Das,Infectious Disease Specialist,Dengue,12,Chennai,4.7
Doc122,Azad Das,Infectious Disease Specialist,Typhoid,12,Chennai,4.7
Doc123,Madhav Mannan,Allergist/Immunologist,Allergy,13,Patna,2.4
Doc123,Madhav Mannan,Allergist/Immunologist,Drug Reaction,13,Patna,2.4
Doc124,Jhalak Kara,Infectious Disease Specialist,AIDS,8,Kanpur,2.2
Doc124,Jhalak Kara,Infectious Disease Specialist,Malaria,8,Kanpur,2.2
Doc124,Jhalak Kara,Infectious Disease Specialist,Chicken pox,8,Kanpur,2.2
Doc124,Jhalak Kara,Infectious Disease Specialist,Dengue,8,Kanpur,2.2
Doc124,Jhalak Kara,Infectious Disease Specialist,Typhoid,8,Kanpur,2.2
Doc125,Wazir Barad,Endocrinologist,Diabetes,37,Agra,3.8
Doc125,Wazir Barad,Endocrinologist,Hypothyroidism,37,Agra,3.8
Doc125,Wazir Barad,Endocrinologist,Hyperthyroidism,37,Agra,3.8
Doc125,Wazir Barad,Endocrinologist,Hypoglycemia,37,Agra,3.8
Doc126,Kavya Sethi,Neurologist,Migraine,5,Ahmedabad,3.4
Doc126,Kavya Sethi,Neurologist,Paralysis (brain hemorrhage),5,Ahmedabad,3.4
Doc127,Sathvik Sheth,Hepatologist,Chronic cholestasis,30,Indore,3.3
Doc127,Sathvik Sheth,Hepatologist,Jaundice,30,Indore,3.3
Doc127,Sathvik Sheth,Hepatologist,hepatitis A,30,Indore,3.3
Doc127,Sathvik Sheth,Hepatologist,Hepatitis B,30,Indore,3.3
Doc127,Sathvik Sheth,Hepatologist,Hepatitis C,30,Indore,3.3
Doc127,Sathvik Sheth,Hepatologist,Hepatitis D,30,Indore,3.3
