DoctorID,Name,Specialization,Diseases,Experience,Location,Rating
Doc035,Dayamai Saxena,Dermatologist,"Fungal infection, Acne, Psoriasis, Impetigo",22,Mumbai,3.9
Doc036,Arunima Lanka,Allergist/Immunologist,"Allergy, Drug Reaction",35,Ludhiana,1.3
Doc037,Sara Anne,Infectious Disease Specialist,"AIDS, Malaria, Chicken pox, Dengue, Typhoid",24,Patna,3.2
Doc038,Oeshi Salvi,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",19,Chennai,4.3
Doc039,Anya Lad,ENT Specialist,"Common Cold, (vertigo) Paroxysmal Positional Vertigo",15,Delhi,4.5
Doc040,Qarin Gokhale,Rheumatologist,Arthritis,14,Hyderabad,2.9
Doc041,Yahvi Deo,Rheumatologist,Arthritis,32,Bhopal,2.4
Doc042,Aahana Pant,Urologist,Urinary tract infection,25,Surat,4.9
Doc043,Jai Doctor,Proctologist,Dimorphic hemorrhoids (piles),35,Indore,2.1
Doc044,Reyansh Gala,Proctologist,Dimorphic hemorrhoids (piles),20,Lucknow,4.5
Doc045,Ishani Mangat,Dermatologist,"Fungal infection, Acne, Psoriasis, Impetigo",7,Kanpur,2.3
Doc046,Tristan Pau,Vascular Surgeon,Varicose veins,8,Jaipur,4.1
Doc047,Reyansh Bhandari,Vascular Surgeon,Varicose veins,2,Agra,2.1
Doc048,Chanakya Sethi,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",21,Kolkata,4
Doc049,Chandresh Srivastava,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",5,Chennai,2.7
Doc050,Damyanti Chaudry,Dermatologist,"Fungal infection, Acne, Psoriasis, Impetigo",7,Mumbai,2
Doc051,Raagini Sabharwal,Rheumatologist,Arthritis,19,Chennai,4.7
Doc052,Ekavir Sastry,Rheumatologist,Arthritis,7,Jaipur,3.9
Doc053,Aarna Subramanian,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",10,Ludhiana,4.4
Doc054,Hemal Krishna,Rheumatologist,Arthritis,21,Patna,3.9
Doc055,Arya Dua,Neurologist,"Migraine, Paralysis (brain hemorrhage)",20,Delhi,3.6
Doc056,Meera Lal,Vascular Surgeon,Varicose veins,14,Mumbai,1.1
Doc057,Darpan Ramachandran,ENT Specialist,"Common Cold, (vertigo) Paroxysmal Positional Vertigo",25,Jaipur,3.1
Doc058,Nimrat Subramanian,Cardiologist,"Hypertension, Heart attack",40,Kolkata,2.3
Doc059,Falan Chakraborty,ENT Specialist,"Common Cold, (vertigo) Paroxysmal Positional Vertigo",23,Agra,2.9
Doc060,Frado Maharaj,Cardiologist,"Hypertension, Heart attack",22,Hyderabad,3.5
Doc061,Faraj Ganesh,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",3,Patna,1
Doc062,Aishani Tak,Neurologist,"Migraine, Paralysis (brain hemorrhage)",40,Kanpur,2.2
Doc063,Isaiah Bains,Urologist,Urinary tract infection,22,Bhopal,1.7
Doc064,Vanya Balan,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",40,Agra,2.2
Doc065,Chameli Dhingra,Orthopedic Specialist,"Cervical spondylosis, Osteoarthritis",36,Delhi,3.3
Doc066,Andrew Varma,Allergist/Immunologist,"Allergy, Drug Reaction",25,Ahmedabad,4
Doc067,Qushi Sibal,Allergist/Immunologist,"Allergy, Drug Reaction",36,Ahmedabad,2.1
Doc068,Advik Balakrishnan,Cardiologist,"Hypertension, Heart attack",23,Ludhiana,2.5
Doc069,Odika Sandal,Urologist,Urinary tract infection,39,Agra,3.7
Doc070,Yagnesh Raj,ENT Specialist,"Common Cold, (vertigo) Paroxysmal Positional Vertigo",24,Surat,4.7
Doc071,Chanchal Chaudhari,Cardiologist,"Hypertension, Heart attack",26,Kanpur,1.5
Doc072,Harinakshi De,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",23,Bhopal,4.1
Doc073,Anvi Misra,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",18,Kanpur,4.5
Doc074,Ekaraj Srivastava,Vascular Surgeon,Varicose veins,11,Jaipur,1.4
Doc075,Nilima Bassi,Infectious Disease Specialist,"AIDS, Malaria, Chicken pox, Dengue, Typhoid",27,Hyderabad,4.5
Doc076,Kamala Pillai,Urologist,Urinary tract infection,24,Agra,3.6
Doc077,Libni Bhatnagar,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",30,Lucknow,2.3
Doc078,Mitali Kohli,Urologist,Urinary tract infection,40,Hyderabad,3.7
Doc079,Hema Narasimhan,ENT Specialist,"Common Cold, (vertigo) Paroxysmal Positional Vertigo",34,Mumbai,1.6
Doc080,Yashodhara Yogi,Neurologist,"Migraine, Paralysis (brain hemorrhage)",37,Bangalore,1.4
Doc081,Samaksh Nadig,Proctologist,Dimorphic hemorrhoids (piles),5,Kolkata,2.8
Doc082,Falak Hora,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",35,Surat,4.2
Doc083,Watika Dubey,Allergist/Immunologist,"Allergy, Drug Reaction",6,Pune,4.4
Doc084,Janya Gera,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",8,Lucknow,1.6
Doc085,Xalak Bhatia,Vascular Surgeon,Varicose veins,6,Hyderabad,4
Doc086,Zaitra Bera,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",27,Nagpur,3.4
Doc087,Vritti Menon,Dermatologist,"Fungal infection, Acne, Psoriasis, Impetigo",38,Bangalore,4.4
Doc088,Damyanti Sha,Urologist,Urinary tract infection,19,Indore,4.3
Doc089,Barkha Sharaf,Neurologist,"Migraine, Paralysis (brain hemorrhage)",13,Patna,4.7
Doc090,Ridhi Dhingra,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",33,Agra,3.6
Doc091,Yash Savant,Orthopedic Specialist,"Cervical spondylosis, Osteoarthritis",39,Pune,1.5
Doc092,Kashish Sanghvi,ENT Specialist,"Common Cold, (vertigo) Paroxysmal Positional Vertigo",22,Agra,2.2
Doc093,Arjun Sarkar,Dermatologist,"Fungal infection, Acne, Psoriasis, Impetigo",22,Mumbai,2.7
Doc094,Brinda Mann,Allergist/Immunologist,"Allergy, Drug Reaction",24,Agra,1.5
Doc095,Zehaan Raj,Infectious Disease Specialist,"AIDS, Malaria, Chicken pox, Dengue, Typhoid",11,Jaipur,1.3
Doc096,Amara Padmanabhan,Rheumatologist,Arthritis,9,Lucknow,2
Doc097,Abeer Taneja,Infectious Disease Specialist,"AIDS, Malaria, Chicken pox, Dengue, Typhoid",20,Pune,2.6
Doc098,Damini Patla,Urologist,Urinary tract infection,21,Bhopal,2.9
Doc099,Naksh Minhas,Rheumatologist,Arthritis,25,Bangalore,1.6
Doc100,Shivansh Samra,Urologist,Urinary tract infection,12,Chennai,2.4
Doc101,Ekiya Wason,Neurologist,"Migraine, Paralysis (brain hemorrhage)",4,Kolkata,3.9
Doc102,Naksh Sangha,ENT Specialist,"Common Cold, (vertigo) Paroxysmal Positional Vertigo",12,Kanpur,3.2
Doc103,Mekhala Vaidya,Vascular Surgeon,Varicose veins,7,Bhopal,2.8
Doc104,Chasmum Agrawal,Orthopedic Specialist,"Cervical spondylosis, Osteoarthritis",40,Jaipur,2.8
Doc105,Radha Ramesh,Dermatologist,"Fungal infection, Acne, Psoriasis, Impetigo",13,Bhopal,2.5
Doc106,Ishita Saraf,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",26,Chennai,3.9
Doc107,Jeet Bawa,Rheumatologist,Arthritis,30,Lucknow,4.1
Doc108,Devansh Karnik,ENT Specialist,"Common Cold, (vertigo) Paroxysmal Positional Vertigo",11,Bangalore,3.6
Doc109,Radhika Gaba,Proctologist,Dimorphic hemorrhoids (piles),27,Ludhiana,4.1
Doc110,Yatin Ganesan,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",1,Agra,3.8
Doc111,Zansi Loke,Vascular Surgeon,Varicose veins,20,Pune,2.8
Doc112,Mohini Gandhi,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",1,Patna,2.6
Doc113,Owen Sahni,Vascular Surgeon,Varicose veins,4,Indore,4.2
Doc114,Sachi Oak,Dermatologist,"Fungal infection, Acne, Psoriasis, Impetigo",2,Hyderabad,4.1
Doc115,Zarna Nayar,Neurologist,"Migraine, Paralysis (brain hemorrhage)",30,Chennai,3
Doc116,Ganga Comar,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",33,Indore,2.7
Doc117,Hemal Soman,Infectious Disease Specialist,"AIDS, Malaria, Chicken pox, Dengue, Typhoid",36,Bhopal,2
Doc118,Warjas Kapadia,Orthopedic Specialist,"Cervical spondylosis, Osteoarthritis",34,Lucknow,4.7
Doc119,Xavier Vaidya,Infectious Disease Specialist,"AIDS, Malaria, Chicken pox, Dengue, Typhoid",11,Indore,1
Doc120,Mohammed Raja,ENT Specialist,"Common Cold, (vertigo) Paroxysmal Positional Vertigo",27,Delhi,2.9
Doc121,Nidhi Lalla,Urologist,Urinary tract infection,40,Lucknow,3.7
Doc122,Azad Das,Infectious Disease Specialist,"AIDS, Malaria, Chicken pox, Dengue, Typhoid",12,Chennai,4.7
Doc123,Madhav Mannan,Allergist/Immunologist,"Allergy, Drug Reaction",13,Patna,2.4
Doc124,Jhalak Kara,Infectious Disease Specialist,"AIDS, Malaria, Chicken pox, Dengue, Typhoid",8,Kanpur,2.2
Doc125,Wazir Barad,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",37,Agra,3.8
Doc126,Kavya Sethi,Neurologist,"Migraine, Paralysis (brain hemorrhage)",5,Ahmedabad,3.4
Doc127,Sathvik Sheth,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",30,Indore,3.3
Doc128,Faras Sharaf,Orthopedic Specialist,"Cervical spondylosis, Osteoarthritis",31,Chennai,4.6
Doc129,Samuel Srinivas,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",33,Ludhiana,1.5
Doc130,Yamini Murthy,ENT Specialist,"Common Cold, (vertigo) Paroxysmal Positional Vertigo",15,Hyderabad,1.9
Doc131,Sudiksha Kulkarni,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",28,Delhi,2.4
Doc132,Lila Rastogi,ENT Specialist,"Common Cold, (vertigo) Paroxysmal Positional Vertigo",16,Mumbai,2.8
Doc133,Orinder Khalsa,Rheumatologist,Arthritis,9,Nagpur,4.2
Doc134,Brijesh Garg,Allergist/Immunologist,"Allergy, Drug Reaction",8,Surat,2.9
Doc135,Abha Venkataraman,Neurologist,"Migraine, Paralysis (brain hemorrhage)",19,Delhi,2.8
Doc136,Harshil Golla,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",4,Bhopal,2.3
Doc137,Charan Seshadri,Proctologist,Dimorphic hemorrhoids (piles),19,Surat,4.8
Doc138,Kai Kanda,Allergist/Immunologist,"Allergy, Drug Reaction",19,Ludhiana,3.2
Doc139,Aadhya Mani,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",12,Chennai,4.4
Doc140,Warda Contractor,Cardiologist,"Hypertension, Heart attack",4,Kanpur,3.4
Doc141,Zarna Dar,Dermatologist,"Fungal infection, Acne, Psoriasis, Impetigo",40,Agra,4.1
Doc142,Kabir Sibal,Cardiologist,"Hypertension, Heart attack",40,Patna,3.2
Doc143,Hemani Chandran,Neurologist,"Migraine, Paralysis (brain hemorrhage)",15,Kanpur,1.2
Doc144,Parth Toor,Infectious Disease Specialist,"AIDS, Malaria, Chicken pox, Dengue, Typhoid",32,Lucknow,2.1
Doc145,Yuvraj Parikh,Urologist,Urinary tract infection,10,Ludhiana,2.2
Doc146,Zinal Rajagopalan,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",19,Kanpur,4
Doc147,Teerth Sharma,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",13,Chennai,3.1
Doc148,Ishwar Mane,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",1,Chennai,4.3
Doc149,Ubika Tella,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",15,Ludhiana,4.9
Doc150,Idika Mahajan,Infectious Disease Specialist,"AIDS, Malaria, Chicken pox, Dengue, Typhoid",22,Kolkata,1.2
Doc151,Oeshi Baria,Cardiologist,"Hypertension, Heart attack",39,Ahmedabad,2
Doc152,Vasana Chaudhary,Cardiologist,"Hypertension, Heart attack",20,Jaipur,4.7
Doc153,Logan Din,Vascular Surgeon,Varicose veins,6,Pune,4.5
Doc154,Sneha Aggarwal,ENT Specialist,"Common Cold, (vertigo) Paroxysmal Positional Vertigo",5,Delhi,1.4
Doc155,Tejas Som,Vascular Surgeon,Varicose veins,18,Delhi,5
Doc156,Simon Ganesh,ENT Specialist,"Common Cold, (vertigo) Paroxysmal Positional Vertigo",38,Mumbai,2.4
Doc157,Caleb Bhattacharyya,ENT Specialist,"Common Cold, (vertigo) Paroxysmal Positional Vertigo",8,Kolkata,3.2
Doc158,Victor Roy,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",7,Pune,4
Doc159,Anjali Dhawan,Cardiologist,"Hypertension, Heart attack",33,Agra,2.5
Doc160,Bina Panchal,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",20,Mumbai,4.2
Doc161,Ayaan Mohan,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",27,Lucknow,4.2
Doc162,Chameli Sood,ENT Specialist,"Common Cold, (vertigo) Paroxysmal Positional Vertigo",36,Delhi,4.2
Doc163,Girish Tara,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",21,Pune,1.5
Doc164,Chaitaly Uppal,Urologist,Urinary tract infection,6,Bhopal,4.9
Doc165,Anvi Seth,Urologist,Urinary tract infection,22,Lucknow,2.7
Doc166,Yashodhara Narasimhan,Dermatologist,"Fungal infection, Acne, Psoriasis, Impetigo",18,Pune,3.6
Doc167,Rachit Sami,Allergist/Immunologist,"Allergy, Drug Reaction",17,Surat,4.6
Doc168,Dayamai Sethi,Neurologist,"Migraine, Paralysis (brain hemorrhage)",36,Indore,4.7
Doc169,Chakrika Wagle,Vascular Surgeon,Varicose veins,34,Mumbai,3.4
Doc170,Darpan Pandit,Cardiologist,"Hypertension, Heart attack",36,Nagpur,4.2
Doc171,Anamika Lanka,Allergist/Immunologist,"Allergy, Drug Reaction",10,Delhi,1.2
Doc172,Varenya Gandhi,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",1,Pune,2.4
Doc173,Vedika Sura,Vascular Surgeon,Varicose veins,16,Agra,4.3
Doc174,Dalaja Dutta,Infectious Disease Specialist,"AIDS, Malaria, Chicken pox, Dengue, Typhoid",34,Chennai,4.6
Doc175,Vritti Joshi,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",39,Nagpur,2.5
Doc176,Azaan Chaudhary,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",5,Jaipur,3.3
Doc177,Yashica Sur,Urologist,Urinary tract infection,27,Hyderabad,3.3
Doc178,Rayaan Biswas,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",37,Bhopal,1.4
Doc179,Azaan Iyengar,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",5,Mumbai,4.2
Doc180,Zayan Solanki,Neurologist,"Migraine, Paralysis (brain hemorrhage)",38,Kanpur,2.8
Doc181,Lipika Upadhyay,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",30,Mumbai,2.8
Doc182,Aditya Thaman,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",26,Surat,2.9
Doc183,Finn Roy,Vascular Surgeon,Varicose veins,7,Kanpur,2.9
Doc184,Nidhi Wadhwa,Urologist,Urinary tract infection,21,Delhi,1.4
Doc185,Hemang Naik,Allergist/Immunologist,"Allergy, Drug Reaction",39,Hyderabad,3.2
Doc186,Omkaar Chacko,Vascular Surgeon,Varicose veins,11,Bangalore,3.9
Doc187,Nimrat Sarna,Urologist,Urinary tract infection,8,Surat,2.5
Doc188,Vasana Trivedi,Vascular Surgeon,Varicose veins,17,Chennai,1.5
Doc189,Ekantika Bhandari,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",19,Nagpur,1.3
Doc190,Raghav Pall,Neurologist,"Migraine, Paralysis (brain hemorrhage)",32,Agra,4.4
Doc191,Anvi Soni,ENT Specialist,"Common Cold, (vertigo) Paroxysmal Positional Vertigo",28,Pune,3.9
Doc192,Janya Sampath,Urologist,Urinary tract infection,34,Bangalore,3.5
Doc193,Manan Mane,Proctologist,Dimorphic hemorrhoids (piles),28,Ludhiana,1.4
Doc194,Sneha Chopra,Urologist,Urinary tract infection,32,Chennai,3.6
Doc195,Brijesh Setty,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",8,Ludhiana,1.9
Doc196,Yatan Gandhi,Vascular Surgeon,Varicose veins,40,Hyderabad,2
Doc197,Vritti Kanda,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",2,Surat,1.4
Doc198,Samar Soni,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",7,Pune,4.3
Doc199,Dayamai Badami,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",34,Bhopal,4.4
Doc200,Naveen Narasimhan,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",10,Bhopal,2
Doc201,Ganga Chokshi,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",26,Delhi,4.4
Doc202,Qarin Wable,Proctologist,Dimorphic hemorrhoids (piles),20,Nagpur,4.2
Doc203,Yochana Sachar,Rheumatologist,Arthritis,12,Delhi,4.5
Doc204,Manya Shere,Rheumatologist,Arthritis,19,Indore,4.1
Doc205,Arjun Subramaniam,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",38,Indore,1.3
Doc206,Widisha Doshi,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",36,Chennai,3.5
Doc207,Laban Sarma,Urologist,Urinary tract infection,12,Ahmedabad,4.9
Doc208,Riya Sawhney,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",9,Nagpur,3.3
Doc209,Widisha Goda,Orthopedic Specialist,"Cervical spondylosis, Osteoarthritis",14,Hyderabad,5
Doc210,Ekbal Borde,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",11,Kolkata,4.1
Doc211,Yadavi Muni,Cardiologist,"Hypertension, Heart attack",3,Surat,1.6
Doc212,Zayyan Shankar,Vascular Surgeon,Varicose veins,20,Hyderabad,4.3
Doc213,Chameli Seth,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",6,Kanpur,4.9
Doc214,Anya Nagy,Cardiologist,"Hypertension, Heart attack",35,Hyderabad,1.2
Doc215,Radhika Doshi,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",10,Bangalore,3.8
Doc216,Rudra Sahni,ENT Specialist,"Common Cold, (vertigo) Paroxysmal Positional Vertigo",5,Lucknow,1.8
Doc217,Anjali Bobal,Allergist/Immunologist,"Allergy, Drug Reaction",35,Kanpur,3.9
Doc218,Anita Ramachandran,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",7,Indore,3.2
Doc219,Yug Buch,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",18,Ahmedabad,1.8
Doc220,Hema Lata,Urologist,Urinary tract infection,11,Kanpur,3.5
Doc221,Yahvi Sehgal,Allergist/Immunologist,"Allergy, Drug Reaction",34,Surat,3.4
Doc222,David Srinivasan,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",24,Ahmedabad,4.9
Doc223,Onkar Kota,ENT Specialist,"Common Cold, (vertigo) Paroxysmal Positional Vertigo",16,Patna,2.4
Doc224,Upadhriti Rai,Cardiologist,"Hypertension, Heart attack",29,Kanpur,2.6
Doc225,Owen Ben,Proctologist,Dimorphic hemorrhoids (piles),19,Bangalore,2.6
Doc226,Nakul Cheema,Orthopedic Specialist,"Cervical spondylosis, Osteoarthritis",29,Jaipur,2.3
Doc227,Wishi Kara,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",20,Indore,4.3
Doc228,Sanaya Dugar,Proctologist,Dimorphic hemorrhoids (piles),26,Mumbai,3.7
Doc229,Raagini Ramanathan,Cardiologist,"Hypertension, Heart attack",39,Ahmedabad,5
Doc230,Balvan Kumer,Infectious Disease Specialist,"AIDS, Malaria, Chicken pox, Dengue, Typhoid",27,Nagpur,4.9
Doc231,Ishani Keer,ENT Specialist,"Common Cold, (vertigo) Paroxysmal Positional Vertigo",12,Mumbai,4.7
Doc232,Baghyawati Ben,Neurologist,"Migraine, Paralysis (brain hemorrhage)",33,Kanpur,1.3
Doc233,Reyansh Arya,Vascular Surgeon,Varicose veins,7,Hyderabad,2.1
Doc234,Chatresh Sampath,Proctologist,Dimorphic hemorrhoids (piles),39,Indore,4.5
Doc235,Rohan Lalla,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",13,Bangalore,2.3
Doc236,Ikbal Chahal,Orthopedic Specialist,"Cervical spondylosis, Osteoarthritis",4,Indore,3
Doc237,Vedant Gala,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",7,Bangalore,3.9
Doc238,Laban Kurian,Urologist,Urinary tract infection,2,Patna,2.4
Doc239,Indali Narasimhan,Urologist,Urinary tract infection,8,Delhi,1.2
Doc240,Indali Palla,Dermatologist,"Fungal infection, Acne, Psoriasis, Impetigo",9,Bhopal,3.4
Doc241,Anika Baria,Infectious Disease Specialist,"AIDS, Malaria, Chicken pox, Dengue, Typhoid",28,Mumbai,1.3
Doc242,Veer Modi,Vascular Surgeon,Varicose veins,35,Delhi,4.3
Doc243,Mahika Bora,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",39,Indore,2.2
Doc244,Varenya Taneja,Allergist/Immunologist,"Allergy, Drug Reaction",9,Surat,2.9
Doc245,Udarsh Sekhon,Cardiologist,"Hypertension, Heart attack",25,Pune,3.7
Doc246,Yashica Mitra,Dermatologist,"Fungal infection, Acne, Psoriasis, Impetigo",22,Ahmedabad,2
Doc247,Yashodhara Sekhon,Dermatologist,"Fungal infection, Acne, Psoriasis, Impetigo",25,Patna,3.1
